,Message
46970,"We're on our way to get the truck.. whenever you get up, the newtenants said they'd help clean so I guess your could ask them to ifyou want... they have to move their stuff anyway right?"
46973,"We might have to go to Mayra's parents' spot when we get here, alsothe better probably takes money now.. I don't think we can get thetruck to the back"
46974,I don't think it'll get to the back
46975,"Alright we'll figure it out... argh, I don't know what to do, thecomputer might be broken to get the truck"
46976,"Aight we're coming, bring stuff dowb.. I'm almost positive it's toobig to go in the back"
46977,Are you gonna get the keys?
46978,Aight we're there
46980,Until you're here?
46981,Which freeway? The <#> ?
46984,Caw caw...... catch up on GoT!!!
46985,You should watch GoT with us Sunday!! =D
46986,Oh no =(=(=(
46988,I miss you too much dammit!
46989,Pack pizza and soda
46990,Ummm <name>'s house is <#> <street> rd (I think) but maybe (if shecatches up -.-) you could ride with ruby or if we get Chris we cangrab you away =o
46991,Oh gosh I didn't think of that! You got dis!!! Rock your finals! <3
46994,"If you want, I can get it set up from Walmart if you guys want to getit... I'm on the phone with Comcast btw"
46995,"I'll ask if you can pick up the stuff, but if I don't do it now it'llbe <#> more. Still need a router. There's a library and campus, isshe going to die for a day?"
46996,They don't have them they said and I'm checking Walmart for the one we need
46998,"Not the equipment, a switch just had to be flipped"
47000,I gave you the keys when you have Marilu yours
47001,"'f that's what Kraehe wants, she'll be disappointed these days...'""And what if he says to hurt your precious sister? "" Fakir rolledhis eyes and crossed his arms. How much could he get away with? Howmuch would make her respond how he wanted her to? ""You're a patheticlittle drone, aren't you?"""
47002,Caw caw btw xP when do you finish finals?
47003,"Just do you know, we're safe and home now, love ya"
47004,Mine was wondering if you could get a ride either to here or from here
47006,He'll bring you here or some get you?
47008,"Yoooo.. I forgot to ask, are you coming over?"
47009,Oh =( =( =( =(
47010,Sorrryyyyy
47012,It says the green line to Santee =o
47013,"Ohhh wait I see, it says el Cajon station"
47014,I think it glitched before Ruth the band's but the directions wereright.. that makes more sense
47015,Yeah xP
47016,Just let me know when you get here yo!
47017,I sent from Google voice xP
47021,I'm recording my friend haha
47022,DAMN THAT WAS HARDER THAN THE BOOK
47023,Hey let me know when you're home
47024,Alright.. I'm really sorry love
47026,Nvm lol
47027,Just sorry lol
47028,"Yup, we're watching rw reaction vids =P"
47029,What's up tomorrow?
47030,What's up for Chris' birthday?
47031,Whoa sorry I didn't notice you replied! Post ><
47033,Happy birthday bro! I love ya! =D =D
47036,Jesus. It's taken like 9 hrs to reach lvl <#> on a warrior. This isterrible. This is why we sucked - adventurers are awful
47037,"Ugh I know. This page (to reach an eventual paladin) hardly mobs, notnew attack for 2nd job class and it's slower than a using a 2hsword"
47038,"Yeah =/ I was gonna go for Dragon knight since they use pole arms butapparently they're just awful too -.- I was gonna make a BM and saw Ihad new beginner... bad choice -.- also, you HAVE to wear the stupidowl head and stuff cause you need every boost"
47039,I know lol
47040,<#> <street> rd
47041,How's everything?
47044,Damn
47045,That's true. Next time we talk - obvs not over text
47046,Agreed.. well I'll call from now onward
47047,From?
47049,Hahaha xP well I'll be checking again soon
47052,What's up?
47054,Fiiiine
47055,Fiiiine give me a few
47056,Call?
47057,"Weird I just got it... sorry, I was taking to mom"
47058,Change addressUmich idChris GoT?Call dad
47060,"Btw, GoT?"
47062,WHAAAATTT
47064,"Also, I have a bunch of <#> % scrolls but I don't know what they're worth"
47065,"Good idea. I tried r/maplemarket but no luck. Also, saw someoneselling leaves for 6k per leaf"
47066,Right?! I hope that dude want just overshooting because that's AWESOME
47068,You're welcome to come over and watch GoT if you want (though I won'tbully you this time =P)
47069,"I'm fine, how are you? Love you too! We'll definitely get together"
47070,"Btw, I was looking for a manga I know in Japanese to practice and oneof the only I could find was YYH 7!"
47071,Did you watch the ep?
47073,"Oh... oh jeez... that is bad. If it makes you feel better, mine isn'tbecause I was still using it when I was like <#> ... ugh"
47074,"Btw, we have <#> m"
47075,"I apologise for the other night as well. I understand yourfrustrations as I hope you understand mine and agree that we shouldmove forward. I understand you're trying to do your best, and so am I.We all love you as well"
47076,Hey lady when are you free?
47077,"Alright, I was taking about hanging out, so tomorrow works =)"
47078,Well we'll start with a massive bus failure...
47080,"I'm on my way now, the bus was just being dumb. But it'll be like anhour if you wanna nap and I'll wake you up"
47081,Game of thrones!
47084,Oh is almost cringey
47085,We're in the alley
47088,Caw caw! <3
47090,Really? Maybe the trial loads then?
47092,Nola9wsmonster <#>
47093,"Also, are we ale to come over?"
47096,"Alright, no probs. We're heading over now"
47098,Caw caw. But Rabe's being too difficult =P =P
47099,Cacaw
47102,Yooo happy fathers day Andy! =)
47103,I don't think so
47106,Quack quack
47107,Caaaw caw
47108,Whhhhaaaaatttttttty
47109,Whaattt
47112,-.- fine.. are you busy today?
47113,"Caw caw.. hey, you have <#> posts! But yeah, poor musicals =/ Ijust don't understand why it's so hard to do them -.-"
47114,I will. Can we come over?
47115,"Hey sorry something came up, I'll explain later but I still wannacome see you guys =)"
47116,"Caw caw. That's true. It's easy to find good singer/actors, but notnecessarily famous good ones"
47119,"We should def hang out Thursday, since I'm going to Michigan Saturday^^ And Friday =(=(=(=(=(=("
47122,Psh nah I don't write about people with real problems!
47123,"Okay xP it's you can't, it's fine ^^ <3"
47127,No problem! I already forced you too come once xP
47131,Yes it was
47133,Uncharted 3? =DAnd perhaps... have any good multiplayer games?
47134,Doesn't matter I'm just gonna play cooking mama...... =P
47135,......now I have to get psn+
47136,Wow so they're like triple a titles
47137,Alright.. I'll leave it up to you =)
47139,Caaawww
47140,Aaahhh yeeeahhh... that...
47141,Can we come over? XP then we can talk about it
47142,"Alright, cool.. and psh I'm gonna come talk to you"
47146,Hokay ^^ when do you guys wanna come over?
47149,"We're all fighting growing cold, we're all fighting growing cold, inthe hopes of fleeing from the North or get get knifed by BowenMarsh..."
47150,Ooh yeah thanks for the heads up
47151,Walgreens calendar
47152,Yo I got a couple k more maple leaves and some scrolls in Windia
47154,<URL>
47155,"Sure, whenever you'd like ^^"
47156,What? =o
47157,Ruby
47158,Yo sup?
47159,You cool?
47160,Okay =o
47161,Pssssttt red rocks
47162,"If you can get it, it'll help you =P"
47163,Or golden gate
47164,Aww thanks bro... you noticed before me! =P I love you so much... wecan play Scribblenauts later todaymorrow if you want =)
47165,"Whatevs, as long as we make those damned muffins!"
47166,Oh thank you so much!! =)
47167,I did your jumping jacks
47168,But wait I can't =o I have to get ready to leave tonight =(
47169,All my stuff is at Mike's =( =( =( =( I'm sorry =(=(=(=(
47170,Okay ^^ it'll be super fun
47171,No no no it's fine wifey! I always miss you and ruby's =(
47173,Yeah =D a cheap bus runs between la and Oakland or sf =D
47174,Waaait what about the sauce totes?
47176,Watermelon and vanilla cake or cupcakes and drinks
47177,Honey bbq and chris wants either hot or hot bbq... and if you wannaask fot mild too I'll accept that =P
47178,Hey dad I love you I'll call you in a bit! =)
47179,"Hey I'm really really really sorry but we're running late and can'tbring the cord by >< Mike's parents are downtown and he'll be there,maybe you can get it then if that's okay? I'm sorry, I'm the worst =("
47180,Are you sure? =( =( =( I'm really sorry
47181,Are you flying into Detroit?
47182,"Leaving now, getting there around sixish"
47184,Too
47185,"Taking off, love you bro"
47186,Thanks ruuuuby ^^ <3
47189,Oh that sucks so much. You are now like <#> min from my artfulhometown =P
47190,"Very lol. Woo the Midwest, best place to be"
47191,"Btw, are you in Detroit?"
47192,Ahh where? I'm waiting for the shuttle dude lol
47194,What elevator? I'm waiting by baggage claim
47197,"That'd, dammit"
47198,Kinda.. I'm waiting in the middle of the two baggage sections lol
47199,"Yeah =/ I have to wait for other people, bleh"
47200,Just took off m'self... see you soon =D
47202,Ahhh whereStupid confusing UM lol
47203,"Ohhhh yeah there's that, I'm lol"
47204,And you'll be in as much a great as him to =P
47205,Lol. Are they here already?
47208,Not* not boy -.- my phone is having quite the day
47209,"Yeah, sorry lol"
47211,I'm on the North campus or something I guess lol
47212,I know =(
47213,Yeah.. I couldn't even find open stuff anyway lol
47214,That's true
47216,"Darn good could I sleep through <#> ?! LolI have most of the stuff I need, so I cab help you get stuff I'm sure"
47218,I'm headed over to check in yo
47219,"Pfffft it's 7 am to me, you should be able to get up =P"
47220,Time for school again! Woooooo!
47221,Jeeeeefffff
47222,Come ooooon
47223,Jeff jeff jeff jeff
47224,Ffhgcdxh
47225,Yep.. but I met a friend and I don't wanna ditch her =(
47227,Well I'm not gonna ditch you off course
47228,Jeffjeffjeffjeffjeff
47229,Jeffjeffjeffjeffjeffjeff
47230,Hahahwhw
47231,It's on the second floor btw
47232,Jeeeeffffff
47233,Bdhdbdgsjfbd
47234,I wouldn't know I've been in this one building waiting for you =P
47235,Btw I've picked up a women gender person sorry
47237,Well.. we finally started one... lol
47238,Nina
47239,Starts with N =P
47243,Nap hahahhahahha
47244,Did you go to Garrett's?
47245,Okay cool
47246,Did he laugh at you? =P
47249,"Oh they're free now, huh?"
47250,WHHHHAAAT da fyq
47253,HahaThere was some dude next to me who kept blurting dumb out -.-
47254,A reclusive prick?
47256,You took off your leg?
47257,Detached it?
47259,Btw I'm waiting for you by the business office
47262,Hahahah xP I'll find a way I tell you!!!
47264,She does like to list. What did I expect? =P
47265,<name>
47266,And sure I'll come
47268,I agree
47269,Coming soon
47270,Wait where are you guys now?
47271,Where is that?
47274,You should go... and sleep... or something
47275,Fuuuuuck
47276,She found me
47278,She lives across from Mark
47279,Mean yes but the best course if action
47281,Wait? You? Or Mark?
47283,Nope. He just got it because he could
47284,I don't know. He said soup but I didn't really see soup stuff
47285,"Then again, Mark is notoriously ridiculous"
47286,It's just a set stipend. He's spending money he could just have later lol
47287,Hahah that's funny
47289,"No, I emailed them but not sure yet"
47290,Hahahhaa I told you!
47291,Why lol
47292,"Yeah, why it's life hard lol"
47293,"Ahhhh yeah, that's pretty ""why"" worthy lol"
47294,Hahaha night
47296,Alright.. New to.. probably should be quick
47297,Night! I love you so so much!
47298,Of course it'd be ee cummings
47300,Hahahhahaa he'd probably be amused
47301,I'd it sad that really want to try this chalk now?
47302,Hey love
47306,Sup Love?
47308,"Not much, sup/"
47309,Fighting to stay awake.. Why do you keep sup-ing?
