,Message,Label,Sentiment Label
5359,P7 nv distinction,1,neutral
5360,Ok I'll be home from school then xx,1,neutral
5361,Sorry running behind be there shortly,0,negative
5362,Hey live!,2,positive
5363,"Yeah, probably here for a while",1,neutral
5364,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",1,neutral
5365,Hahahahahahahahaha thank you! It's all just a bump in the road. Thatpicture of you and miles is so cute,2,positive
5366,Yay! Thanks a lot btw,2,positive
5367,"Stewart, a few other things. First, can I have the contact details ofthe owner? I need to arrange a few dates for the renovation teams tocome look at the site to the design proposals. Second, we haveapplied to the banks and hope to have a decision by Wednesday, but Imay not be free on Thursday to go to the law offices. By when do Ineed to tell you the law firm that we'll be using? Appreciate if youcan call me back to advise. Thanks!",1,neutral
5368,"chile, please! It's only a <DECIMAL> hour drive for me. I come down all the time and will be subletting feb-april for audition season.",1,neutral
5369,"No Sunday, but I'll be back... but Friday's my birthday =P",1,neutral
5370,You're right I have now that I think about it,1,neutral
5371,Are you guys coming yet?,1,neutral
5372,U exaggerate about the blue light,0,negative
5373,Any pain on urination any thing else?,1,neutral
5374,Sadly not. :) I'm going to go on a run! It was nice talking to you,0,negative
5375,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring out before the last second",0,negative
5376,Is that how bad I am? You'd rather work than be with me? I don't even know who you are anymore!,0,negative
5377,Ok. 3 packs arriving around <TIME> --Your deliveryman.,1,neutral
5378,"Cool, bring extra",2,positive
5379,Psssshhh you don't even answer when I do call,0,negative
5380,Lol I love kfc,2,positive
5381,Go run after them and yell YOUR TIPS SUCK YOU CHEAP BITCHES! While shaking your fist.,0,negative
5382,"Hi Alvin, my email address is <EMAIL> . thank you!",1,neutral
5383,either way works for me. I am <#> years old. Hope that doesnt bother you.,1,neutral
5384,Thank you princess!,2,positive
5385,Hahahaha I just saw this sorry,1,neutral
5386,For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.,0,negative
5387,Pls what's the full name of joke's school cos fees in university of florida seem to actually be <#> k. Pls holla back,1,neutral
5388,SHE LIKES THE OXFORD COMMA SHE JUST DOESN'T BELIEVE DO,1,neutral
5389,My uncles in Atlanta. Wish you guys a great semester.,1,neutral
5390,Its in your inbox.,1,neutral
5391,Sup boi,1,neutral
5392,Hey can you find the mega bus email and send it to me?,1,neutral
5393,K?,1,neutral
5394,I'm on my way to nyc now anyway. Lol.,2,positive
5395,Indeed! What are you up to?,1,neutral
5396,Haha the one Connor posted?,1,neutral
5397,Okay sweet! I'm walking back to calarts,2,positive
5398,"Alright we'll bring it to you, see you in like <#> mins",1,neutral
5399,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",2,positive
5400,Haha =P,2,positive
5401,"Yes, for the example. Can you send your up to date version via email?",1,neutral
5402,Just starting? What time did u wake up?,1,neutral
5403,"Please go ahead and start eating. Rain heavy, traffic slow.",1,neutral
5404,Hahaha alright,1,neutral
5405,So!,1,neutral
5406,The store. And to fix his ac,1,neutral
5407,Well obviously not because all the people in my cool college life went home ;_;,0,negative
5408,"Hi Colin, we're sorry to hear that. Best of luck with your project.",0,negative
5409,I don't know the computer here isn't working =/ if you guys want youcan probably bring stuff dowb to the front =/,1,neutral
5410,O. Ic. I may come,1,neutral
5411,"Hi Ricky, can you send the name of the blinds store again? Is it theJ and S on IMM 2nd fl?",1,neutral
5412,Hahaha xP we definitely have to hang out. A lot. We're due a lot ofmonopoly and talking about blaze =P I miss you so much ahhhhh,2,positive
5413,"Ikea's open late, huh?",1,neutral
5414,You said not now. No problem. When you can. Let me know.,1,neutral
5415,I feel normal :) I love you.,2,positive
5416,"Post! You don't have to, if he wants to go back when you do though myparents could get him from your house ^^",1,neutral
5417,I would but I don't want them coming down here. I'm not opening mydoor at 3am lol,1,neutral
5418,Lol yoville motivation?,1,neutral
5419,Yes princess! I want to please you every night. Your wish is my command...,2,positive
5420,how tall are you princess?,1,neutral
5421,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,0,negative
5422,My roommates/friends <name> and <name> and some crazy druggy lol,1,neutral
5423,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,2,positive
5424,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,1,neutral
5425,I thought it was 'for the wind' not marina o.O,1,neutral
5426,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),1,neutral
5427,I think it'll be possible love.. cab you get a note from Dr Reyes?,2,positive
5428,Agreed but this is the city that shut down transit totally on July 4,0,negative
5429,Yo dude I'm leaving around three,1,neutral
5430,Wait really? Yesssss,2,positive
5431,Well to be fair I'm sure it'll be more reliable at least xP,1,neutral
5432,Also remember to get dobby's bowl from your car,1,neutral
5433,Take us out shopping and Mark will distract Isaiah.=D,2,positive
5434,seriously though I did get some reading done... how was Arabic?,1,neutral
5435,"Ohhhh.. in all fairness he got a ton of tea, expensive spices,and somr eggs. And a jackfruit, whatever that is",1,neutral
5436,Lolololo,2,positive
5437,I will vote for wherever my heart guides me,1,neutral
5438,Hey! I just realized there's a target nearish if I reeeeally needsomething... you saved meeee =P =P,2,positive
5439,Need late fooooood,1,neutral
5440,Is it alright if i pay you back for the movie ticket with my free ticket i had forgotten to bring? Or do you need the cash?,1,neutral
5441,Sounds like a plan to me! Then a nap,2,positive
5442,Haha I've been Billy Joel binging too,1,neutral
5443,"Staying the nightClothes, wash clothes, blanket, Quentyn, hair brush, tooth brush",1,neutral
5444,c[_],1,neutral
5445,"Hi Shyan, we've decided to take the loan from hsbc and have alreadysigned the paperwork with them. So no need to continue processing ourloan application. Thanks again for your help! -Min",2,positive
5446,We went to the eye doc today. I was gonna txt u earlier but they dilated my eyes and small words were blurry.,1,neutral
5447,Oh nevermind =o,1,neutral
5448,Oh noooo! Why?,0,negative
5449,Woo! Glad to hear =),2,positive
5450,Lol leave me alone!,1,neutral
5451,Oh my baby boo. Are you at school?,1,neutral
5452,"Dear <name>,I couldn't hope for a better friend/wife in the world and I love youso much. I just want you to know how much you mean to me and how muchyou've helped me over the years. I adore and miss you and just thinkit's important that you know how loved you are ^^",2,positive
5453,Lmao you know me so well...,2,positive
5454,"Hi Yeng Chin, I received it. Thanks for doing it. That resolves it.",1,neutral
5455,"Nah man, my car is meant to be crammed full of people",1,neutral
5456,O i played smash bros <#> religiously.,1,neutral
5457,No probblem. Meet at <TIME> pm tomorrow as you requested at my office.,1,neutral
5458,Post! I know! I miss her family too!,2,positive
5459,I know. I'm great.,1,neutral
5460,If you can't it's fine ^^ Mike said also if you and Nick wanna comeover Thursday you're welcome to ^^,2,positive
5461,Carlos says we can pick up from him later so yeah we're set,1,neutral
5462,I'm here,1,neutral
5463,You are. A. Genius~,2,positive
5464,Ohhh that's the one Johnson told us about...can you send it to me?,1,neutral
5465,Do you want to go to that?,1,neutral
5466,I hope so. I need to buy new shoes too. I got 2 leg cramps last night :/,0,negative
5467,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.,0,negative
5468,Rrrrrryyyyyyaaaaaaannnnnnnn,1,neutral
5469,If I had teleportation powers I would definitely use them,1,neutral
5470,"Good morning, my boytoy! How's those yummy lips ? Where's my buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?",2,positive
5471,"Now, whats your house # again ? And do you have any beer there ?",1,neutral
5472,Aaannnnd <name>'s in here. Weird,1,neutral
5473,Swype lol,1,neutral
5474,Ok let me just schedule my flight.,1,neutral
5475,Whatevs fts phonology,0,negative
5476,K see you soon,1,neutral
5477,I need to come home and give you some good lovin...,2,positive
5478,On what? If he's muscular and rich? Lol jk,1,neutral
5479,Are you ignoring me?,0,negative
5480,Infact happy new year. How are you where are you when are we seeing,2,positive
5481,Uhh wtf. Thats lame.,0,negative
5482,"Hi Ricky, for the aircon, can you get the quotation to specificallystate that Theme are doing all new copper piping with what thicknessand type of insulation? That is important to have on the quote. Ifall then ok, we may sign with Gavin. Will still be checking with theother company.",1,neutral
5483,I don't know if this guy is a friend of yours' but whose did he suck to get picked??,0,negative
5484,No what,1,neutral
5485,"Hi Ricky, the color for the spray back glass should be the same asthe wall color, which we believe is Lily white for both dey and wetkitchen.",1,neutral
5486,I've told him that i've returned it. That should i re order it.,1,neutral
5487,"We watched the fma with the sin people telling ed to make to stone... scar is def my favourite character. He's the only person with sense.I was like ""YEAH SCAR BURST IN WE NEED YOU NOW.""",2,positive
5488,"Haha yeah I see that now, be there in a sec",2,positive
5489,Mark bought thirty dollars of cheese just because,1,neutral
5490,Ok. So april. Cant wait,2,positive
5491,Did I? Weird lol,1,neutral
5492,Can you please send me my aunty's number,1,neutral
5493,So u gonna get deus ex?,1,neutral
5494,"No, it was directed in one place loudly and stopped when I stoppedmore or less",0,negative
5495,Alright.. hmm,1,neutral
5496,",wutttt",1,neutral
5497,"hi Philip, sorry to.miss your smses. Unfortunately, I cant make ittoday. Maybe if we can arrange in advance for.next.week. I'mconcerned that the project is not going according to plan. I'mgetting less clear about what you want so have a difficult timeadvising bac. Hope this coming week we can meet up. At the usual timeon Tuesday?",0,negative
5498,Go to Angelas house after work to pick up the tv.,1,neutral
5499,In fact when do you leave? I think addie goes back to school tues or wed,1,neutral
5500,"Post! Okay, cause I miss you to death!",2,positive
5501,i want to see him! Is he gonna be here tomorrow? I just left to see rach and wont be back til <#>,1,neutral
5502,"No plans yet, you ?",1,neutral
5503,Am slow in using biola's fne,0,negative
